CEP_inicial,Latitude_inicial,Longitude_inicial,Dia_do_voo,Hora_inicial,Velocidade,CEP_final,Latitude_final,Longitude_final,Pouso,Hora_final
81460239.0,-25.5325141725804,-49.3365793791746,1,12:43:16,96,81460210.0,-25.5323146848334,-49.3335573678969,NÃO,12:43:29
81460210.0,-25.5323146848334,-49.3335573678969,1,12:44:41,56,81460140.0,-25.5504730020315,-49.3064697407443,NÃO,12:48:41
81460140.0,-25.5504730020315,-49.3064697407443,1,12:49:53,68,81480125.0,-25.5614706374337,-49.3118706658535,NÃO,12:51:01
81480125.0,-25.5614706374337,-49.3118706658535,1,12:52:13,92,81900670.0,-25.5457748986399,-49.2827186530876,NÃO,12:54:35
81900670.0,-25.5457748986399,-49.2827186530876,1,12:55:47,76,81940210.0,-25.5603014782721,-49.2872240368535,NÃO,12:57:05
81940210.0,-25.5603014782721,-49.2872240368535,1,12:58:17,84,81940200.0,-25.5579957528383,-49.3005594977692,NÃO,12:59:12
81940200.0,-25.5579957528383,-49.3005594977692,1,13:00:24,64,81480170.0,-25.5633003333374,-49.3185828888561,NÃO,13:02:11
81480170.0,-25.5633003333374,-49.3185828888561,1,13:03:23,64,81480152.0,-25.5584308697738,-49.3207049341475,NÃO,13:03:56
81480152.0,-25.5584308697738,-49.3207049341475,1,13:05:08,52,81480160.0,-25.5588432106598,-49.3151440012031,NÃO,13:05:47
81480160.0,-25.5588432106598,-49.3151440012031,1,13:06:59,68,81480141.0,-25.5562061667039,-49.3231896667236,NÃO,13:07:45
81480141.0,-25.5562061667039,-49.3231896667236,1,13:08:57,56,81480216.0,-25.5592031642591,-49.3274865425991,NÃO,13:09:33
81480216.0,-25.5592031642591,-49.3274865425991,1,13:10:45,80,81470089.0,-25.5687003611858,-49.3290482775162,NÃO,13:11:34
81470089.0,-25.5687003611858,-49.3290482775162,1,13:12:46,44,81470175.0,-25.567186531582,-49.3334716250438,NÃO,13:13:25
81470175.0,-25.567186531582,-49.3334716250438,1,13:14:37,76,81470255.0,-25.569630444458,-49.3374921110026,NÃO,13:15:01
81470255.0,-25.569630444458,-49.3374921110026,1,13:16:13,92,81470256.0,-25.569416591018,-49.337872181861,NÃO,13:16:15
81470256.0,-25.569416591018,-49.337872181861,1,13:17:27,84,81470300.0,-25.575776177431,-49.3365443994341,NÃO,13:17:58
81470300.0,-25.575776177431,-49.3365443994341,1,13:19:10,76,81470340.0,-25.5784518706724,-49.3362378687666,NÃO,13:19:25
81470340.0,-25.5784518706724,-49.3362378687666,1,13:20:37,56,81490370.0,-25.5945839118607,-49.3348460297419,NÃO,13:22:33
81490370.0,-25.5945839118607,-49.3348460297419,1,13:23:45,96,81490400.0,-25.5959260793478,-49.3357867186009,NÃO,13:23:52
81490400.0,-25.5959260793478,-49.3357867186009,1,13:25:04,80,81490398.0,-25.5963908362783,-49.3358913045797,NÃO,13:25:07
81490398.0,-25.5963908362783,-49.3358913045797,1,13:26:19,76,81490620.0,-25.6132684714507,-49.3349370738516,NÃO,13:27:49
81490620.0,-25.6132684714507,-49.3349370738516,1,13:29:01,92,81490010.0,-25.6154928550559,-49.3537353191769,NÃO,13:30:16
81490010.0,-25.6154928550559,-49.3537353191769,1,13:31:28,72,81490562.0,-25.6007006282316,-49.3302336035246,NÃO,13:33:52
81490562.0,-25.6007006282316,-49.3302336035246,1,13:35:04,80,81490280.0,-25.5975675014877,-49.3235433911466,NÃO,13:35:39
81490280.0,-25.5975675014877,-49.3235433911466,1,13:36:51,96,81490360.0,-25.5959260714452,-49.3331487620149,NÃO,13:37:28
81490360.0,-25.5959260714452,-49.3331487620149,1,13:38:40,88,81945040.0,-25.6022235414387,-49.3138372232201,NÃO,13:40:05
81945040.0,-25.6022235414387,-49.3138372232201,1,13:41:17,56,81480050.0,-25.5639557671639,-49.3123860165859,NÃO,13:45:51
81480050.0,-25.5639557671639,-49.3123860165859,1,13:47:03,40,81490170.0,-25.5871765229344,-49.3233641230418,NÃO,13:51:16
81490170.0,-25.5871765229344,-49.3233641230418,1,13:52:28,92,81470346.0,-25.5796239000291,-49.33524810001,NÃO,13:53:26
81470346.0,-25.5796239000291,-49.33524810001,1,13:54:38,36,81470370.0,-25.5778784839382,-49.3341110960705,NÃO,13:55:01
81470370.0,-25.5778784839382,-49.3341110960705,1,13:56:13,68,81470290.0,-25.5737515550149,-49.3412589936849,NÃO,13:56:59
81470290.0,-25.5737515550149,-49.3412589936849,1,13:58:11,76,81470055.0,-25.5630048148415,-49.3383968771216,NÃO,13:59:10
81470055.0,-25.5630048148415,-49.3383968771216,1,14:00:22,92,81460235.0,-25.5296041641745,-49.3384583258202,NÃO,14:02:48
81460235.0,-25.5296041641745,-49.3384583258202,1,14:04:00,84,81350607.0,-25.5098119631631,-49.3366327775834,NÃO,14:05:35
81350607.0,-25.5098119631631,-49.3366327775834,1,14:06:47,96,81170370.0,-25.514465668778,-49.3258065209142,NÃO,14:07:33
81170370.0,-25.514465668778,-49.3258065209142,1,14:08:45,80,81315685.0,-25.5115270000027,-49.3255583333193,NÃO,14:09:00
81315685.0,-25.5115270000027,-49.3255583333193,1,14:10:12,92,81312000.0,-25.5030856483401,-49.3152229520216,NÃO,14:11:07
81312000.0,-25.5030856483401,-49.3152229520216,1,14:12:19,88,81310370.0,-25.5005119473929,-49.3186624209516,NÃO,14:12:38
81310370.0,-25.5005119473929,-49.3186624209516,1,14:13:50,48,81350320.0,-25.4992029361912,-49.3318588311607,NÃO,14:15:30
81350320.0,-25.4992029361912,-49.3318588311607,1,14:16:42,84,81350712.0,-25.4960801542241,-49.3371847691929,NÃO,14:17:10
81350712.0,-25.4960801542241,-49.3371847691929,1,14:18:22,60,81350713.0,-25.496557235688,-49.3371662352983,NÃO,14:18:26
81350713.0,-25.496557235688,-49.3371662352983,1,14:19:38,96,81450520.0,-25.4951670667098,-49.3442928001987,NÃO,14:20:06
81450520.0,-25.4951670667098,-49.3442928001987,1,14:21:18,48,81350686.0,-25.4936598469491,-49.3400481020638,NÃO,14:21:53
81350686.0,-25.4936598469491,-49.3400481020638,1,14:23:05,64,81250610.0,-25.4933426909383,-49.3409114723655,NÃO,14:23:11
81250610.0,-25.4933426909383,-49.3409114723655,1,14:24:23,60,81450410.0,-25.4981067710058,-49.3448539613686,NÃO,14:25:03
81450410.0,-25.4981067710058,-49.3448539613686,1,14:26:15,88,81450140.0,-25.4974735953017,-49.3493514288727,NÃO,14:26:34
81450140.0,-25.4974735953017,-49.3493514288727,1,14:27:46,68,81450195.0,-25.4997584943394,-49.3532384355102,NÃO,14:28:11
81450195.0,-25.4997584943394,-49.3532384355102,1,14:29:23,84,81452334.0,-25.5061884000766,-49.3539056000423,NÃO,14:29:54
81452334.0,-25.5061884000766,-49.3539056000423,1,14:31:06,80,81452040.0,-25.4998370213564,-49.3545044201704,NÃO,14:31:38
81452040.0,-25.4998370213564,-49.3545044201704,1,14:32:50,84,81260160.0,-25.488209,-49.348703,NÃO,14:33:51
81260160.0,-25.488209,-49.348703,1,14:35:03,88,81450340.0,-25.4902346316319,-49.3486330527676,NÃO,14:35:13
81450340.0,-25.4902346316319,-49.3486330527676,1,14:36:25,96,81450350.0,-25.4902280000456,-49.348047000162,NÃO,14:36:28
81450350.0,-25.4902280000456,-49.348047000162,1,14:37:40,88,81450310.0,-25.4928927891057,-49.3482807107009,NÃO,14:37:53
81450310.0,-25.4928927891057,-49.3482807107009,1,14:39:05,92,81250482.0,-25.4865966553425,-49.3378683447999,NÃO,14:39:55
81250482.0,-25.4865966553425,-49.3378683447999,1,14:41:07,92,81330220.0,-25.4843712333489,-49.3355483883407,NÃO,14:41:21
81330220.0,-25.4843712333489,-49.3355483883407,1,14:42:33,72,81240490.0,-25.4789005295822,-49.3358291909315,NÃO,14:43:04
81240490.0,-25.4789005295822,-49.3358291909315,1,14:44:16,96,81260350.0,-25.4831184667002,-49.3499515999385,SIM,14:45:12
81260350.0,-25.4831184667002,-49.3499515999385,1,14:46:24,80,81260412.0,-25.4811505865638,-49.3545312407406,NÃO,14:46:47
81260412.0,-25.4811505865638,-49.3545312407406,1,14:47:59,68,81265330.0,-25.4702238422545,-49.3713250851996,NÃO,14:49:50
81265330.0,-25.4702238422545,-49.3713250851996,1,14:51:02,92,81260470.0,-25.4878793333939,-49.3499858333103,NÃO,14:52:56
81260470.0,-25.4878793333939,-49.3499858333103,1,14:54:08,80,81260210.0,-25.4862514891775,-49.350391101116,NÃO,14:54:17
81260210.0,-25.4862514891775,-49.350391101116,1,14:55:29,84,81250210.0,-25.4756844576971,-49.3473682666473,NÃO,14:56:22
81250210.0,-25.4756844576971,-49.3473682666473,1,14:57:34,52,81240110.0,-25.4758162194925,-49.3455733886983,NÃO,14:57:47
81240110.0,-25.4758162194925,-49.3455733886983,1,14:58:59,80,81250190.0,-25.4787356976141,-49.3477187290333,NÃO,14:59:17
81250190.0,-25.4787356976141,-49.3477187290333,1,15:00:29,68,81250720.0,-25.4815524899573,-49.3385838295334,NÃO,15:01:25
81250720.0,-25.4815524899573,-49.3385838295334,1,15:02:37,80,81330620.0,-25.4883481133979,-49.3345923101625,NÃO,15:03:14
81330620.0,-25.4883481133979,-49.3345923101625,1,15:04:26,80,81330550.0,-25.4845347422664,-49.323856720273,NÃO,15:05:29
81330550.0,-25.4845347422664,-49.323856720273,1,15:06:41,96,81320083.0,-25.4770955000105,-49.3183277499707,NÃO,15:07:25
81320083.0,-25.4770955000105,-49.3183277499707,1,15:08:37,36,81050637.0,-25.4835295000015,-49.3145007999984,NÃO,15:09:46
81050637.0,-25.4835295000015,-49.3145007999984,1,15:10:58,84,81050610.0,-25.4838938211145,-49.3106146746474,NÃO,15:11:17
81050610.0,-25.4838938211145,-49.3106146746474,1,15:12:29,88,81070310.0,-25.4777156282764,-49.3079769301493,NÃO,15:13:05
81070310.0,-25.4777156282764,-49.3079769301493,1,15:14:17,64,81320290.0,-25.4748252660661,-49.3107362306741,NÃO,15:14:41
81320290.0,-25.4748252660661,-49.3107362306741,1,15:15:53,96,80330120.0,-25.4711980670357,-49.3106388116797,NÃO,15:16:10
80330120.0,-25.4711980670357,-49.3106388116797,1,15:17:22,76,80330250.0,-25.4685255880972,-49.3077515647853,NÃO,15:17:47
80330250.0,-25.4685255880972,-49.3077515647853,1,15:18:59,88,81220170.0,-25.4569440522711,-49.3221956960987,NÃO,15:20:17
81220170.0,-25.4569440522711,-49.3221956960987,1,15:21:29,88,80310110.0,-25.4618760201347,-49.3131981040754,NÃO,15:22:14
80310110.0,-25.4618760201347,-49.3131981040754,1,15:23:26,76,80320140.0,-25.4645330930821,-49.294537482629,NÃO,15:25:06
80320140.0,-25.4645330930821,-49.294537482629,1,15:26:18,92,80220200.0,-25.4672406908201,-49.2801499774178,NÃO,15:27:21
